,date,type,year,avg_price,size,nb_sold
693,30-Aug-15,conventional,2015,1.07,extra_large,1060352.53
694,23-Aug-15,conventional,2015,1.08,extra_large,909284.22
695,16-Aug-15,conventional,2015,1.05,extra_large,1143364.58
696,08-Sep-15,conventional,2015,1.05,extra_large,1014520.88
697,08-Feb-15,conventional,2015,1.09,extra_large,984702.75
698,26-Jul-15,conventional,2015,1.07,extra_large,1017157.74
699,19-Jul-15,conventional,2015,1.07,extra_large,1154897.34
700,07-Dec-15,conventional,2015,1.07,extra_large,980361.75
701,07-May-15,conventional,2015,1.04,extra_large,1342465.95
702,28-Jun-15,conventional,2015,1.06,extra_large,1045832.54
703,21-Jun-15,conventional,2015,1.02,extra_large,1326422.56
704,14-Jun-15,conventional,2015,0.98,extra_large,1085081.61
705,06-Jul-15,conventional,2015,1,extra_large,1144715.95
706,31-May-15,conventional,2015,1.03,extra_large,903908.35
707,24-May-15,conventional,2015,1.04,extra_large,899779.92
708,17-May-15,conventional,2015,1.06,extra_large,963549.53
709,05-Oct-15,conventional,2015,1.02,extra_large,858145.45
710,05-Mar-15,conventional,2015,0.96,extra_large,1118329.5
711,26-Apr-15,conventional,2015,1.07,extra_large,889732.2
712,19-Apr-15,conventional,2015,1.03,extra_large,1016631.26
713,04-Dec-15,conventional,2015,1.02,extra_large,807942.41
714,04-May-15,conventional,2015,1.06,extra_large,871981.29
715,29-Mar-15,conventional,2015,1.04,extra_large,811272.88
716,22-Mar-15,conventional,2015,1.01,extra_large,1066385.92
717,15-Mar-15,conventional,2015,1.04,extra_large,871575.04
718,03-Aug-15,conventional,2015,1.02,extra_large,834009.15
719,03-Jan-15,conventional,2015,0.97,extra_large,1070576.07
720,22-Feb-15,conventional,2015,1.02,extra_large,937138.85
721,15-Feb-15,conventional,2015,1.03,extra_large,845653.52
722,02-Aug-15,conventional,2015,0.95,extra_large,737939.45
723,02-Jan-15,conventional,2015,0.89,extra_large,1381516.11
724,25-Jan-15,conventional,2015,1.04,extra_large,768020.05
725,18-Jan-15,conventional,2015,1.03,extra_large,831301.9
726,01-Nov-15,conventional,2015,1.01,extra_large,866574.66
727,01-Apr-15,conventional,2015,0.95,extra_large,844093.32
728,25-Dec-16,conventional,2016,1,extra_large,541972.42
729,18-Dec-16,conventional,2016,0.96,extra_large,427872.42
730,12-Nov-16,conventional,2016,0.98,extra_large,403047.93
731,12-Apr-16,conventional,2016,1,extra_large,428009.84
732,27-Nov-16,conventional,2016,1.21,extra_large,344475.9
733,20-Nov-16,conventional,2016,1.27,extra_large,407567.78
734,13-Nov-16,conventional,2016,1.36,extra_large,477520.95
735,11-Jun-16,conventional,2016,1.44,extra_large,505349.44
736,30-Oct-16,conventional,2016,1.43,extra_large,453145.26
737,23-Oct-16,conventional,2016,1.34,extra_large,452383.96
738,16-Oct-16,conventional,2016,1.3,extra_large,447291.48
739,10-Sep-16,conventional,2016,1.27,extra_large,490956.88
740,10-Feb-16,conventional,2016,1.23,extra_large,490123.01
741,25-Sep-16,conventional,2016,1.22,extra_large,492604.3
742,18-Sep-16,conventional,2016,1.15,extra_large,486187.39
743,09-Nov-16,conventional,2016,1.08,extra_large,512160.27
744,09-Apr-16,conventional,2016,1.04,extra_large,540680.89
745,28-Aug-16,conventional,2016,1.09,extra_large,563738.54
746,21-Aug-16,conventional,2016,1.1,extra_large,609720.87
747,14-Aug-16,conventional,2016,1.12,extra_large,749247.02
748,08-Jul-16,conventional,2016,1.15,extra_large,754548.53
749,31-Jul-16,conventional,2016,1.23,extra_large,783937.09
750,24-Jul-16,conventional,2016,1.2,extra_large,947964.05
751,17-Jul-16,conventional,2016,1.15,extra_large,953631.47
752,07-Oct-16,conventional,2016,1.1,extra_large,1266433.97
753,07-Mar-16,conventional,2016,1.06,extra_large,1761343.08
754,26-Jun-16,conventional,2016,1.04,extra_large,1624942.43
755,19-Jun-16,conventional,2016,1.02,extra_large,1642735.63
756,06-Dec-16,conventional,2016,1.04,extra_large,1607344.08
757,06-May-16,conventional,2016,0.97,extra_large,1770948.09
758,29-May-16,conventional,2016,0.94,extra_large,1583495.93
759,22-May-16,conventional,2016,0.93,extra_large,1640829.4
760,15-May-16,conventional,2016,0.89,extra_large,1753852.61
761,05-Aug-16,conventional,2016,0.82,extra_large,1993645.36
762,05-Jan-16,conventional,2016,0.84,extra_large,1414364.49
763,24-Apr-16,conventional,2016,0.87,extra_large,1599863.98
764,17-Apr-16,conventional,2016,0.9,extra_large,1896149.5
765,04-Oct-16,conventional,2016,0.9,extra_large,1666275.13
766,04-Mar-16,conventional,2016,0.94,extra_large,1731910.48
767,27-Mar-16,conventional,2016,0.94,extra_large,1880231.38
768,20-Mar-16,conventional,2016,0.93,extra_large,1773088.87
769,13-Mar-16,conventional,2016,0.93,extra_large,1800065.57
770,03-Jun-16,conventional,2016,0.95,extra_large,1686475.33
771,28-Feb-16,conventional,2016,0.91,extra_large,1560167.75
772,21-Feb-16,conventional,2016,0.94,extra_large,1375260.47
773,14-Feb-16,conventional,2016,0.88,extra_large,1811090.71
774,02-Jul-16,conventional,2016,0.76,extra_large,2546439.11
775,31-Jan-16,conventional,2016,0.93,extra_large,1643703.17
776,24-Jan-16,conventional,2016,0.95,extra_large,1440380.36
777,17-Jan-16,conventional,2016,0.94,extra_large,1419405.62
778,01-Oct-16,conventional,2016,0.93,extra_large,1282612.91
779,01-Mar-16,conventional,2016,0.86,extra_large,1560068.62
780,31-Dec-17,conventional,2017,0.98,extra_large,644837.54
781,24-Dec-17,conventional,2017,1.18,extra_large,546373.81
782,17-Dec-17,conventional,2017,1.07,extra_large,574089.32
783,12-Oct-17,conventional,2017,1.03,extra_large,398348.55
784,12-Mar-17,conventional,2017,1.09,extra_large,583801
785,26-Nov-17,conventional,2017,1.24,extra_large,379637
786,19-Nov-17,conventional,2017,1.17,extra_large,416186
787,11-Dec-17,conventional,2017,1.15,extra_large,416643
788,11-May-17,conventional,2017,1.19,extra_large,400250.97
789,29-Oct-17,conventional,2017,1.29,extra_large,424755.66
790,22-Oct-17,conventional,2017,1.44,extra_large,409598.47
791,15-Oct-17,conventional,2017,1.58,extra_large,392119.12
792,10-Aug-17,conventional,2017,1.65,extra_large,391832.89
793,10-Jan-17,conventional,2017,1.64,extra_large,384794.18
794,24-Sep-17,conventional,2017,1.62,extra_large,385004.72
795,17-Sep-17,conventional,2017,1.57,extra_large,417270.7
796,09-Oct-17,conventional,2017,1.56,extra_large,487926.52
797,09-Mar-17,conventional,2017,1.57,extra_large,541902.88
798,27-Aug-17,conventional,2017,1.47,extra_large,517541.94
799,20-Aug-17,conventional,2017,1.41,extra_large,581074.35
800,13-Aug-17,conventional,2017,1.33,extra_large,624963.41
801,08-Jun-17,conventional,2017,1.33,extra_large,665312.55
802,30-Jul-17,conventional,2017,1.32,extra_large,596676.12
803,23-Jul-17,conventional,2017,1.31,extra_large,612242.37
804,16-Jul-17,conventional,2017,1.33,extra_large,756103.12
805,07-Sep-17,conventional,2017,1.17,extra_large,821964.42
806,07-Feb-17,conventional,2017,1.21,extra_large,859889.81
807,25-Jun-17,conventional,2017,1.17,extra_large,655965.98
808,18-Jun-17,conventional,2017,1.18,extra_large,807107.21
809,06-Nov-17,conventional,2017,1.21,extra_large,648410.9
810,06-Apr-17,conventional,2017,1.24,extra_large,667066.51
811,28-May-17,conventional,2017,1.28,extra_large,673384.78
812,21-May-17,conventional,2017,1.26,extra_large,621603.57
813,14-May-17,conventional,2017,1.19,extra_large,652973.26
814,05-Jul-17,conventional,2017,1.09,extra_large,863471.88
815,30-Apr-17,conventional,2017,1.18,extra_large,667996.83
816,23-Apr-17,conventional,2017,1.18,extra_large,613507.38
817,16-Apr-17,conventional,2017,1.23,extra_large,650017.26
818,04-Sep-17,conventional,2017,1.21,extra_large,647969.03
819,04-Feb-17,conventional,2017,1.21,extra_large,624709.69
820,26-Mar-17,conventional,2017,1.24,extra_large,611105.54
821,19-Mar-17,conventional,2017,1.25,extra_large,638217.85
822,03-Dec-17,conventional,2017,1.22,extra_large,727233.05
823,03-May-17,conventional,2017,1.13,extra_large,795173.2
824,26-Feb-17,conventional,2017,0.99,extra_large,896761.77
825,19-Feb-17,conventional,2017,0.99,extra_large,832906.12
826,02-Dec-17,conventional,2017,0.87,extra_large,862322.15
827,02-May-17,conventional,2017,0.77,extra_large,1664383.09
828,29-Jan-17,conventional,2017,0.96,extra_large,818727.02
829,22-Jan-17,conventional,2017,0.94,extra_large,908616.41
830,15-Jan-17,conventional,2017,0.98,extra_large,579346.52
831,01-Aug-17,conventional,2017,0.99,extra_large,539068.39
832,01-Jan-17,conventional,2017,0.89,extra_large,549844.57
833,25-Mar-18,conventional,2018,1.03,extra_large,758801.12
834,18-Mar-18,conventional,2018,1.05,extra_large,645380.85
835,03-Nov-18,conventional,2018,1.09,extra_large,707578.82
836,03-Apr-18,conventional,2018,1.07,extra_large,571747.72
837,25-Feb-18,conventional,2018,1.06,extra_large,724330.16
838,18-Feb-18,conventional,2018,1.08,extra_large,552969.73
839,02-Nov-18,conventional,2018,0.97,extra_large,652856.58
840,02-Apr-18,conventional,2018,0.87,extra_large,1066830.22
841,28-Jan-18,conventional,2018,1.09,extra_large,575974.74
842,21-Jan-18,conventional,2018,1.08,extra_large,928815.12
843,14-Jan-18,conventional,2018,1.2,extra_large,652808.4
844,01-Jul-18,conventional,2018,1.13,extra_large,677714.86
845,27-Dec-15,organic,2015,1.52,extra_large,5836.04
846,20-Dec-15,organic,2015,1.53,extra_large,8733.11
847,13-Dec-15,organic,2015,1.43,extra_large,11645.54
848,12-Jun-15,organic,2015,1.52,extra_large,4066.09
849,29-Nov-15,organic,2015,1.5,extra_large,3749.48
850,22-Nov-15,organic,2015,1.49,extra_large,3686.28
851,15-Nov-15,organic,2015,1.6,extra_large,3599.71
852,11-Aug-15,organic,2015,1.54,extra_large,4458.45
853,11-Jan-15,organic,2015,1.47,extra_large,6583.03
854,25-Oct-15,organic,2015,1.62,extra_large,6181.13
855,18-Oct-15,organic,2015,1.71,extra_large,5199.73
856,10-Nov-15,organic,2015,1.69,extra_large,4792.06
857,10-Apr-15,organic,2015,1.72,extra_large,4093.2
858,27-Sep-15,organic,2015,1.75,extra_large,4546.66
859,20-Sep-15,organic,2015,1.77,extra_large,4880.83
860,13-Sep-15,organic,2015,1.8,extra_large,5154.23
861,09-Jun-15,organic,2015,1.78,extra_large,5890.57
862,30-Aug-15,organic,2015,1.66,extra_large,5569.76
863,23-Aug-15,organic,2015,1.72,extra_large,5985.12
864,16-Aug-15,organic,2015,1.75,extra_large,6215.26
865,08-Sep-15,organic,2015,1,extra_large,6905
866,08-Feb-15,organic,2015,1,extra_large,5115
867,26-Jul-15,organic,2015,1,extra_large,4391
868,19-Jul-15,organic,2015,1,extra_large,4758
869,07-Dec-15,organic,2015,1,extra_large,5093
870,07-May-15,organic,2015,1,extra_large,6251
871,28-Jun-15,organic,2015,1.64,extra_large,5956.87
872,21-Jun-15,organic,2015,1.66,extra_large,6264.36
873,14-Jun-15,organic,2015,1.68,extra_large,6901.71
874,06-Jul-15,organic,2015,1.67,extra_large,6286.15
875,31-May-15,organic,2015,1.58,extra_large,6835.09
876,24-May-15,organic,2015,1.59,extra_large,6911.26
877,17-May-15,organic,2015,1.5,extra_large,22024.09
878,05-Oct-15,organic,2015,1.42,extra_large,6213.47
879,05-Mar-15,organic,2015,1.37,extra_large,8951.77
880,26-Apr-15,organic,2015,1.45,extra_large,6150.07
881,19-Apr-15,organic,2015,1.59,extra_large,6465.74
882,04-Dec-15,organic,2015,1.53,extra_large,6179.48
883,04-May-15,organic,2015,1.63,extra_large,6434.88
884,29-Mar-15,organic,2015,1.6,extra_large,5794.39
885,22-Mar-15,organic,2015,1.49,extra_large,5290.59
886,15-Mar-15,organic,2015,1.5,extra_large,5308.79
887,03-Aug-15,organic,2015,1.49,extra_large,5658.7
888,03-Jan-15,organic,2015,1.4,extra_large,5556.02
889,22-Feb-15,organic,2015,1.51,extra_large,4883.55
890,15-Feb-15,organic,2015,1.58,extra_large,4950.01
891,02-Aug-15,organic,2015,1.48,extra_large,5316.55
892,02-Jan-15,organic,2015,1.36,extra_large,5852.28
893,25-Jan-15,organic,2015,1.53,extra_large,4753.87
894,18-Jan-15,organic,2015,1.42,extra_large,4020.85
895,01-Nov-15,organic,2015,1.42,extra_large,3830.42
896,01-Apr-15,organic,2015,1.46,extra_large,4370.99
897,25-Dec-16,organic,2016,1.34,extra_large,3415.27
898,18-Dec-16,organic,2016,1.43,extra_large,4926.76
899,12-Nov-16,organic,2016,1.42,extra_large,6116.44
900,12-Apr-16,organic,2016,1.56,extra_large,2918.28
901,27-Nov-16,organic,2016,1.64,extra_large,3381.69
902,20-Nov-16,organic,2016,1.63,extra_large,3847.05
903,13-Nov-16,organic,2016,1.7,extra_large,3669.98
904,11-Jun-16,organic,2016,1.68,extra_large,5049.63
905,30-Oct-16,organic,2016,1.93,extra_large,5661.78
906,23-Oct-16,organic,2016,1.63,extra_large,4363.02
907,16-Oct-16,organic,2016,1.5,extra_large,4732.27
908,10-Sep-16,organic,2016,1.52,extra_large,5103.42
909,10-Feb-16,organic,2016,1.71,extra_large,4904.25
910,25-Sep-16,organic,2016,1.69,extra_large,4407.75
911,18-Sep-16,organic,2016,1.67,extra_large,4597.27
912,09-Nov-16,organic,2016,1.52,extra_large,3481.85
913,09-Apr-16,organic,2016,1.54,extra_large,4653.04
914,28-Aug-16,organic,2016,1.49,extra_large,5110.77
915,21-Aug-16,organic,2016,1.51,extra_large,5831.02
916,14-Aug-16,organic,2016,1.48,extra_large,10231.17
917,08-Jul-16,organic,2016,1.55,extra_large,10707.18
918,31-Jul-16,organic,2016,1.58,extra_large,9035.27
919,24-Jul-16,organic,2016,1.65,extra_large,8612.44
920,17-Jul-16,organic,2016,1.63,extra_large,9957.61
921,07-Oct-16,organic,2016,1.51,extra_large,12180.53
922,07-Mar-16,organic,2016,1.47,extra_large,11897.11
923,26-Jun-16,organic,2016,1.5,extra_large,6763.46
924,19-Jun-16,organic,2016,1.45,extra_large,12052.84
925,06-Dec-16,organic,2016,1.45,extra_large,8626.89
926,06-May-16,organic,2016,1.43,extra_large,7817.11
927,29-May-16,organic,2016,1.41,extra_large,13698.09
928,22-May-16,organic,2016,1.36,extra_large,15807.85
929,15-May-16,organic,2016,1.45,extra_large,8120.53
930,05-Aug-16,organic,2016,1.3,extra_large,26765.78
931,05-Jan-16,organic,2016,1.28,extra_large,22276.6
932,24-Apr-16,organic,2016,1.25,extra_large,8687.81
933,17-Apr-16,organic,2016,1.38,extra_large,7878.94
934,04-Oct-16,organic,2016,1.26,extra_large,12154.73
935,04-Mar-16,organic,2016,1.44,extra_large,8628.68
936,27-Mar-16,organic,2016,1.44,extra_large,7738.95
937,20-Mar-16,organic,2016,1.27,extra_large,9425.64
938,13-Mar-16,organic,2016,1.29,extra_large,6709.65
939,03-Jun-16,organic,2016,1.28,extra_large,
940,28-Feb-16,organic,2016,1.44,extra_large,10423.3
941,21-Feb-16,organic,2016,1.45,extra_large,8629.03
942,14-Feb-16,organic,2016,,extra_large,6955.69
943,02-Jul-16,organic,2016,1.44,extra_large,8028.75
944,31-Jan-16,organic,2016,1.43,extra_large,5515.91
945,24-Jan-16,organic,2016,1.41,extra_large,12933.97
946,17-Jan-16,organic,2016,1.44,extra_large,13106.29
947,01-Oct-16,organic,2016,1.35,extra_large,8771.79
948,01-Mar-16,organic,2016,1.43,extra_large,7749.4
949,31-Dec-17,organic,2017,1.52,extra_large,1279.48
950,24-Dec-17,organic,2017,1.64,extra_large,1143.57
951,17-Dec-17,organic,2017,1.57,extra_large,982.45
952,12-Oct-17,organic,2017,1.54,extra_large,1003.84
953,12-Mar-17,organic,2017,1.62,extra_large,1108.2
954,26-Nov-17,organic,2017,1.72,extra_large,978.29
955,19-Nov-17,organic,2017,1.77,extra_large,834.3
956,11-Dec-17,organic,2017,1.81,extra_large,1074.64
957,11-May-17,organic,2017,1.82,extra_large,1059.63
958,29-Oct-17,organic,2017,1.84,extra_large,1150.03
959,22-Oct-17,organic,2017,1.82,extra_large,1309.82
960,15-Oct-17,organic,2017,1.85,extra_large,1369.62
961,10-Aug-17,organic,2017,1.9,extra_large,1224.99
962,10-Jan-17,organic,2017,1.95,extra_large,1966.94
963,24-Sep-17,organic,2017,1.94,extra_large,1182.85
964,17-Sep-17,organic,2017,2,extra_large,891.6
965,09-Oct-17,organic,2017,2.03,extra_large,940.89
966,09-Mar-17,organic,2017,2.06,extra_large,2256.96
967,27-Aug-17,organic,2017,2.09,extra_large,2119.14
968,20-Aug-17,organic,2017,1.96,extra_large,1154.19
969,13-Aug-17,organic,2017,1.88,extra_large,1414.21
970,08-Jun-17,organic,2017,1.83,extra_large,1552.51
971,30-Jul-17,organic,2017,1.78,extra_large,2135.74
972,23-Jul-17,organic,2017,1.76,extra_large,3700.92
973,16-Jul-17,organic,2017,1.78,extra_large,4766.71
974,07-Sep-17,organic,2017,1.71,extra_large,3424.69
975,07-Feb-17,organic,2017,1.74,extra_large,3393.83
976,25-Jun-17,organic,2017,1.77,extra_large,2613.51
977,18-Jun-17,organic,2017,1.71,extra_large,2140.13
978,06-Nov-17,organic,2017,1.56,extra_large,3623.46
979,06-Apr-17,organic,2017,1.64,extra_large,2865.59
980,28-May-17,organic,2017,1.69,extra_large,3195.15
981,,organic,2017,1.71,extra_large,4322.99
982,14-May-17,organic,2017,1.55,extra_large,4618.45
983,05-Jul-17,organic,2017,1.57,extra_large,4161.33
984,30-Apr-17,organic,2017,1.68,extra_large,5187.46
985,23-Apr-17,organic,2017,1.61,extra_large,3245.62
986,16-Apr-17,organic,2017,1.49,extra_large,5096.43
987,04-Sep-17,organic,2017,1.43,extra_large,8972.11
988,04-Feb-17,organic,2017,1.42,extra_large,3767.76
989,26-Mar-17,organic,2017,1.29,extra_large,3888.05
990,19-Mar-17,organic,2017,1.5,extra_large,3304.62
991,03-Dec-17,organic,2017,1.38,extra_large,3188.52
992,03-May-17,organic,2017,1.16,extra_large,2542.94
993,26-Feb-17,organic,2017,1.21,extra_large,3747.77
994,19-Feb-17,organic,2017,1.31,extra_large,3295.09
995,02-Dec-17,organic,2017,1.41,extra_large,3486.2
996,02-May-17,organic,2017,1.36,extra_large,2238.78
997,29-Jan-17,organic,2017,1.43,extra_large,3524.96
998,22-Jan-17,organic,2017,1.37,extra_large,6707.82
999,15-Jan-17,organic,2017,1.44,extra_large,8750.08
1000,01-Aug-17,organic,2017,1.43,extra_large,8697.35
1001,01-Jan-17,organic,2017,,extra_large,4425.75
1002,25-Mar-18,organic,2018,1.55,extra_large,1070.24
1003,18-Mar-18,organic,2018,1.54,extra_large,1045.38
1004,03-Nov-18,organic,2018,1.52,extra_large,1401.87
1005,03-Apr-18,organic,2018,1.52,extra_large,1225.97
1006,25-Feb-18,organic,2018,1.57,extra_large,1063.32
1007,18-Feb-18,organic,2018,1.52,extra_large,1905.46
1008,02-Nov-18,organic,2018,1.56,extra_large,1839.8
1009,02-Apr-18,organic,2018,1.53,extra_large,1703.52
1010,28-Jan-18,organic,2018,1.61,extra_large,1270.61
1011,21-Jan-18,organic,2018,1.63,extra_large,
1012,14-Jan-18,organic,2018,1.59,extra_large,1580.01
1013,01-Jul-18,organic,2018,1.51,extra_large,1289.07
